date_time,amount,method,btc,ltc,usdt
2026-06-08 21:51:58.973248,1500.00,BALANCE,0,0,0
2026-06-08 20:23:55.074966,0.00,BALANCE,0,0,0
2026-06-08 20:04:25.258867,12500.00,card,0,0,0
2026-06-08 19:50:04.323291,2900.00,transa,0,0,0
2026-06-08 18:57:17.107064,2030.000,USDT,0,0,2030.000
2026-06-08 18:02:55.308896,1000.00,BALANCE,0,0,0
2026-06-08 17:41:51.876008,1500.00,BALANCE,0,0,0
2026-06-08 17:36:43.125301,2900.00,card,0,0,0
2026-06-08 17:34:09.846867,2900.00,BALANCE,0,0,0
2026-06-08 17:20:21.553481,9800.000,USDT,0,0,9800.000
2026-06-08 15:54:41.667303,3000.00,card,0,0,0
2026-06-08 15:48:59.883178,4500.00,card,0,0,0
2026-06-08 15:38:50.836455,2500.00,BALANCE,0,0,0
2026-06-08 15:24:30.741884,2500.00,BALANCE,0,0,0
2026-06-08 15:20:35.387459,2900.00,BALANCE,0,0,0
2026-06-08 15:16:27.243174,4500.00,card,0,0,0
2026-06-08 14:54:39.879122,1400.00,BALANCE,0,0,0
2026-06-08 14:19:06.182342,1900.00,BALANCE,0,0,0
2026-06-08 14:12:24.945564,4500.00,transa,0,0,0
2026-06-08 14:12:16.681453,4500.00,BALANCE,0,0,0
2026-06-08 14:10:47.044976,4500.00,BALANCE,0,0,0
2026-06-08 13:45:01.369426,3000.00,card,0,0,0
2026-06-08 13:28:35.014159,0.00,BALANCE,0,0,0
2026-06-08 13:11:52.964308,4500.00,transa,0,0,0
2026-06-08 13:06:03.338577,3000.00,transa,0,0,0
2026-06-08 13:02:45.293616,4500.00,card,0,0,0
2026-06-08 12:57:18.210696,2030.000,USDT,0,0,2030.000
2026-06-08 12:37:35.444032,2900.00,BALANCE,0,0,0
2026-06-08 12:26:48.103946,2800.00,BALANCE,0,0,0
2026-06-08 11:06:06.734634,14000.00,transa,0,0,0
2026-06-08 10:44:23.302423,0.00,BALANCE,0,0,0
2026-06-08 10:22:34.042846,0.00,BALANCE,0,0,0
2026-06-07 21:53:52.234511,900.00,BALANCE,0,0,0
2026-06-07 20:51:17.862924,1000.00,BALANCE,0,0,0
2026-06-07 20:08:54.322798,4500.00,transa,0,0,0
2026-06-07 19:09:14.0479,2500.00,BALANCE,0,0,0
2026-06-07 18:52:27.839131,1200.00,BALANCE,0,0,0
2026-06-07 17:56:41.457493,4500.00,BALANCE,0,0,0
2026-06-07 17:56:14.025763,3150.000,USDT,0,0,3150.000
2026-06-07 17:35:16.893205,2500.00,BALANCE,0,0,0
2026-06-07 17:12:34.613384,3150.000,USDT,0,0,3150.000
2026-06-07 17:04:39.023211,4500.00,transa,0,0,0
2026-06-07 16:36:01.419088,2500.00,BALANCE,0,0,0
2026-06-07 15:38:30.725821,4500.00,transa,0,0,0
2026-06-07 15:36:14.07588,1900.00,BALANCE,0,0,0
2026-06-07 15:33:59.962592,0.00,BALANCE,0,0,0
2026-06-07 15:11:39.050614,1400.00,BALANCE,0,0,0
2026-06-07 14:54:08.238183,4500.00,transa,0,0,0
2026-06-07 14:23:26.141216,4500.00,card,0,0,0
2026-06-07 14:10:32.703617,3000.00,card,0,0,0
2026-06-07 13:10:21.826483,14000.00,card,0,0,0
2026-06-07 12:00:13.385451,3000.00,BALANCE,0,0,0
2026-06-07 11:34:55.36746,3000.00,BALANCE,0,0,0
2026-06-07 11:28:14.389668,4500.00,BALANCE,0,0,0
2026-06-07 11:26:47.071683,0.00,BALANCE,0,0,0
2026-06-07 11:14:56.135624,4500.00,BALANCE,0,0,0
2026-06-07 10:02:17.266553,2900.00,BALANCE,0,0,0
2026-06-07 08:41:46.396949,12500.00,card,0,0,0
2026-06-07 08:33:54.300635,1000.00,BALANCE,0,0,0
2026-06-07 07:56:13.859618,3150.000,USDT,0,0,3150.000
2026-06-07 04:52:56.178571,2900.00,BALANCE,0,0,0
2026-06-07 04:25:20.077301,4500.00,card,0,0,0
2026-06-07 02:20:10.116865,14000.00,card,0,0,0
2026-06-07 01:09:32.81195,4500.00,transa,0,0,0
2026-06-07 00:55:12.210855,2030.000,USDT,0,0,2030.000
2026-06-07 00:23:08.923134,800.00,BALANCE,0,0,0
2026-06-07 00:09:54.843245,2900.00,BALANCE,0,0,0
2026-06-06 22:47:56.244912,3000.00,card,0,0,0
2026-06-06 21:42:55.674739,0.00,BALANCE,0,0,0
2026-06-06 21:41:10.778309,0.00,BALANCE,0,0,0
2026-06-06 20:42:22.031347,1200.00,BALANCE,0,0,0
2026-06-06 20:19:39.238708,0.00,BALANCE,0,0,0
2026-06-06 19:59:40.870025,14000.00,card,0,0,0
2026-06-06 19:55:20.391707,0.00,BALANCE,0,0,0
2026-06-06 19:41:10.533364,9800.000,USDT,0,0,9800.000
2026-06-06 19:35:06.067088,3000.00,BALANCE,0,0,0
2026-06-06 19:34:45.425928,3000.00,card,0,0,0
2026-06-06 19:02:11.863772,3200.00,BALANCE,0,0,0
2026-06-06 18:47:35.457467,2100.000,USDT,0,0,2100.000
2026-06-06 18:32:35.6506,2030.000,USDT,0,0,2030.000
2026-06-06 18:28:25.566671,3000.00,card,0,0,0
2026-06-06 18:09:23.288043,0.00,BALANCE,0,0,0
2026-06-06 18:04:22.962494,300.00,BALANCE,0,0,0
2026-06-06 17:47:29.150616,3200.00,BALANCE,0,0,0
2026-06-06 17:44:55.466552,3200.00,BALANCE,0,0,0
2026-06-06 17:19:37.33718,0.00,BALANCE,0,0,0
2026-06-06 17:09:35.166349,900.00,BALANCE,0,0,0
2026-06-06 17:04:59.9886,0.00,BALANCE,0,0,0
2026-06-06 17:03:48.032849,0.00,BALANCE,0,0,0
2026-06-06 16:41:40.800032,2900.00,BALANCE,0,0,0
2026-06-06 16:39:31.403707,3000.00,card,0,0,0
2026-06-06 16:09:49.812772,2900.00,BALANCE,0,0,0
2026-06-06 16:03:42.652356,2900.00,BALANCE,0,0,0
2026-06-06 13:53:01.727915,0.00,BALANCE,0,0,0
2026-06-06 13:14:52.149951,2100.000,USDT,0,0,2100.000
2026-06-06 12:14:40.795388,2900.00,card,0,0,0
2026-06-06 10:45:17.272801,14000.00,card,0,0,0
2026-06-06 10:43:38.922466,2030.000,USDT,0,0,2030.000
2026-06-06 08:56:07.024557,2900.00,card,0,0,0
2026-06-06 06:17:28.039124,3000.00,BALANCE,0,0,0
2026-06-06 02:41:27.753017,2900.00,BALANCE,0,0,0
2026-06-05 23:55:52.354838,1000.00,BALANCE,0,0,0
2026-06-05 23:21:33.820228,14000.00,BALANCE,0,0,0
2026-06-05 23:18:16.416443,2100.000,USDT,0,0,2100.000
2026-06-05 22:33:40.897594,2030.000,USDT,0,0,2030.000
2026-06-05 20:58:13.679756,2100.000,USDT,0,0,2100.000
2026-06-05 20:10:12.849802,2100.000,USDT,0,0,2100.000
2026-06-05 20:04:46.385773,14000.00,card,0,0,0
2026-06-05 19:49:06.744937,900.00,BALANCE,0,0,0
2026-06-05 19:44:17.012374,3000.00,transa,0,0,0
2026-06-05 19:27:15.206809,1000.00,BALANCE,0,0,0
2026-06-05 19:19:35.59775,2900.00,card,0,0,0
2026-06-05 18:13:57.024252,1400.00,BALANCE,0,0,0
2026-06-05 17:47:00.454125,2900.00,BALANCE,0,0,0
2026-06-05 17:39:38.815549,2900.00,BALANCE,0,0,0
2026-06-05 17:27:47.204687,3000.00,transa,0,0,0
2026-06-05 16:58:02.288256,13500.00,BALANCE,0,0,0
2026-06-05 15:38:04.910977,2030.000,USDT,0,0,2030.000
2026-06-05 15:21:37.019827,14000.00,transa,0,0,0
2026-06-05 14:57:50.267978,3000.00,BALANCE,0,0,0
2026-06-05 14:50:46.79147,1000.00,BALANCE,0,0,0
2026-06-05 13:45:05.548358,3000.00,transa,0,0,0
2026-06-05 13:23:38.420971,1000.00,BALANCE,0,0,0
2026-06-05 12:27:14.144968,3000.00,transa,0,0,0
2026-06-05 11:35:05.209815,2900.00,BALANCE,0,0,0
