date,amount,method,btc,ltc,usdt
2026-05-14,2900.00,BALANCE,0,0,0
2026-05-14,300.00,BALANCE,0,0,0
2026-05-14,300.00,BALANCE,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,4500.00,card,0,0,0
2026-05-13,3200.00,card,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,3900.00,BALANCE,0,0,0
2026-05-13,3000.00,transa,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,3900.00,BALANCE,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,4500.00,BALANCE,0,0,0
2026-05-13,2900.00,BALANCE,0,0,0
2026-05-13,3200.00,card,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3900.00,card,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3000.00,card,0,0,0
2026-05-13,3150.000,USDT,0,0,44.883000
2026-05-13,2730.000,USDT,0,0,38.899000
2026-05-13,3200.00,card,0,0,0
2026-05-13,3000.00,card,0,0,0
2026-05-13,2900.00,card,0,0,0
2026-05-13,3900.00,BALANCE,0,0,0
2026-05-13,3200.00,card,0,0,0
2026-05-13,3900.00,nirvana,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,300.00,BALANCE,0,0,0
2026-05-13,2900.00,BALANCE,0,0,0
2026-05-13,3000.00,card,0,0,0
2026-05-13,4000.00,BALANCE,0,0,0
2026-05-13,2900.00,transa,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3200.00,BALANCE,0,0,0
2026-05-13,3000.00,BALANCE,0,0,0
2026-05-13,4000.00,card,0,0,0
2026-05-13,3000.00,BALANCE,0,0,0
2026-05-12,4500.00,card,0,0,0
2026-05-12,2900.00,transa,0,0,0
2026-05-12,3900.00,card,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,2900.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3200.00,BALANCE,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,4500.00,card,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,210.000,USDT,0,0,2.992000
2026-05-12,3200.00,transa,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,3900.00,card,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,2900.00,BALANCE,0,0,0
2026-05-12,2240.000,USDT,0,0,31.917000
2026-05-12,3200.00,BALANCE,0,0,0
2026-05-12,3900.00,card,0,0,0
2026-05-12,4200.00,card,0,0,0
2026-05-12,3000.00,card,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,4000.00,BALANCE,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,3150.000,USDT,0,0,44.883000
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3200.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,4400.00,card,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,3200.00,BALANCE,0,0,0
2026-05-12,3000.00,transa,0,0,0
2026-05-12,2030.000,USDT,0,0,28.925000
2026-05-12,2900.00,transa,0,0,0
2026-05-12,2030.000,USDT,0,0,28.925000
2026-05-12,2100.000,USDT,0,0,29.922000
2026-05-12,2900.00,BALANCE,0,0,0
2026-05-12,2900.00,transa,0,0,0
2026-05-12,4500.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,2900.00,BALANCE,0,0,0
2026-05-12,4500.00,BALANCE,0,0,0
2026-05-12,4500.00,BALANCE,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,3080.000,USDT,0,0,43.886000
2026-05-12,4500.00,nirvana,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,4500.00,card,0,0,0
2026-05-12,3900.00,BALANCE,0,0,0
2026-05-12,4500.00,card,0,0,0
2026-05-12,300.00,BALANCE,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,4000.00,card,0,0,0
2026-05-12,3000.00,BALANCE,0,0,0
2026-05-12,3080.000,USDT,0,0,43.886000
