date,amount,method,btc,ltc,usdt
2026-05-12,2450.000,USDT,0,0,34.909000
2026-05-12,8000.00,transa,0,0,0
2026-05-12,8000.00,transa,0,0,0
2026-05-12,3500.00,card,0,0,0
2026-05-12,8000.00,transa,0,0,0
2026-05-12,3600.00,card,0,0,0
2026-05-12,3500.00,BALANCE,0,0,0
2026-05-12,3500.00,BALANCE,0,0,0
2026-05-12,2500.00,transa,0,0,0
2026-05-12,2500.00,transa,0,0,0
2026-05-12,2500.00,card,0,0,0
2026-05-12,2450.000,USDT,0,0,34.909000
2026-05-12,2975.0000,LTC,0,0.73894691,0
2026-05-12,3600.00,transa,0,0,0
