date_time,amount,method,id
2026-06-08 14:15:04.819951,4100.00,card,63554
2026-06-08 12:55:25.300133,4100.00,transa,63550
2026-06-08 12:40:19.144719,2870.000,USDT,63549
2026-06-08 12:37:25.776266,4100.00,BALANCE,63547
2026-06-08 12:37:03.656976,4100.00,transa,63546
2026-06-08 12:26:37.787882,4100.00,transa,63543
2026-06-08 12:20:25.373932,4100.00,transa,63541
2026-06-08 12:13:35.220335,4100.00,card,63540
2026-06-08 11:34:52.927301,4100.00,card,63536
2026-06-08 11:32:11.912666,4100.00,card,63535
2026-06-08 11:29:36.824918,4100.00,BALANCE,63534
2026-06-08 11:26:15.075099,4100.00,transa,63533
2026-06-08 10:51:07.616856,2100.00,BALANCE,63529
2026-06-08 10:46:03.940098,4100.00,card,63527
2026-06-08 09:05:26.411204,2900.00,transa,63522
2026-06-08 07:37:11.462446,4100.00,card,63519
2026-06-08 06:21:30.375857,0.00,BALANCE,63517
2026-06-08 05:19:28.02125,4100.00,transa,63516
2026-06-08 03:00:39.13769,0.00,BALANCE,63513
2026-06-08 02:44:33.625411,4000.00,transa,63512
2026-06-08 02:12:08.89185,4100.00,BALANCE,63508
2026-06-08 02:01:57.830385,2870.000,USDT,63504
2026-06-08 00:35:33.596643,10400.00,transa,63496
2026-06-08 00:14:31.857082,1800.00,BALANCE,63493
2026-06-07 23:56:45.184321,4100.00,BALANCE,63488
2026-06-07 23:21:43.001804,2900.00,BALANCE,63485
2026-06-07 23:00:48.534074,2870.000,USDT,63482
2026-06-07 22:43:51.026583,0.00,BALANCE,63480
2026-06-07 22:42:28.21021,7100.00,BALANCE,63479
2026-06-07 22:13:23.817036,0.00,BALANCE,63477
2026-06-07 22:13:20.550198,1300.00,BALANCE,63476
2026-06-07 20:31:19.84124,1100.00,BALANCE,63453
2026-06-07 20:06:56.670511,2870.000,USDT,63448
2026-06-07 20:06:30.64943,2870.000,USDT,63447
2026-06-07 19:48:15.841959,4000.00,BALANCE,63445
2026-06-07 19:27:53.110208,4100.00,transa,63438
2026-06-07 19:25:51.581765,7280.000,USDT,63437
2026-06-07 19:14:20.719956,0.00,BALANCE,63435
2026-06-07 17:57:01.958436,4100.00,transa,63425
2026-06-07 17:53:17.976686,4100.00,transa,63424
2026-06-07 17:51:50.023329,2870.000,USDT,63423
2026-06-07 17:49:35.221988,4100.00,transa,63422
2026-06-07 17:31:00.309434,4200.00,transa,63420
2026-06-07 17:18:11.121941,10400.00,transa,63417
2026-06-07 16:54:47.263938,4100.00,transa,63416
2026-06-07 16:52:04.418621,4100.00,transa,63412
2026-06-07 16:48:03.194006,2870.000,USDT,63408
2026-06-07 16:26:36.349408,1100.00,BALANCE,63399
2026-06-07 16:25:52.295707,1800.00,BALANCE,63398
2026-06-07 16:14:37.293179,4100.00,transa,63394
2026-06-07 15:59:47.274314,10400.00,BALANCE,63388
2026-06-07 15:40:51.65589,4200.00,card,63386
2026-06-07 15:37:07.212507,0.00,BALANCE,63385
2026-06-07 15:33:04.08618,2900.00,transa,63383
2026-06-07 15:29:03.156187,2900.00,card,63382
2026-06-07 14:50:48.576389,4100.00,card,63375
2026-06-07 14:36:01.609143,4200.00,transa,63374
2026-06-07 14:05:15.378978,4100.00,BALANCE,63368
2026-06-07 13:59:05.382961,4200.00,transa,63366
2026-06-07 13:54:44.697384,1800.00,transa,63365
2026-06-07 13:50:56.916312,1800.00,BALANCE,63363
2026-06-07 13:50:24.372844,4200.00,transa,63362
2026-06-07 13:25:15.159237,10400.00,BALANCE,63358
2026-06-07 13:18:32.836182,10400.00,BALANCE,63354
2026-06-07 12:54:58.904781,1300.00,BALANCE,63349
2026-06-07 12:44:05.699531,1800.00,card,63342
2026-06-07 12:35:52.227202,4100.00,card,63341
2026-06-07 12:22:07.113147,1800.00,card,63335
2026-06-07 12:18:25.770485,4100.00,BALANCE,63333
2026-06-07 12:02:35.71754,4100.00,transa,63331
2026-06-07 11:52:16.040696,1800.00,transa,63330
2026-06-07 11:50:03.795484,1100.00,BALANCE,63329
2026-06-07 11:23:02.478251,1100.00,BALANCE,63322
2026-06-07 10:35:34.878696,4100.00,BALANCE,63316
2026-06-07 10:28:04.924741,4100.00,transa,63313
2026-06-07 10:15:30.883326,2900.00,transa,63312
2026-06-07 09:54:07.71687,4100.00,transa,63309
2026-06-07 09:08:38.606086,2870.000,USDT,63304
2026-06-07 09:06:09.987521,1800.00,card,63303
2026-06-07 08:42:04.689349,1100.00,BALANCE,63301
2026-06-07 08:32:38.265603,4100.00,transa,63299
2026-06-07 08:29:58.256716,4100.00,transa,63296
2026-06-07 07:46:05.53189,4100.00,card,63285
2026-06-07 06:38:51.781328,4200.00,BALANCE,63283
2026-06-07 05:48:27.7117,2900.00,BALANCE,63280
2026-06-07 04:43:04.79285,1800.00,BALANCE,63278
2026-06-07 03:38:55.725744,1800.00,transa,63275
2026-06-07 03:31:09.70933,1900.00,BALANCE,63272
2026-06-07 03:05:55.901306,2900.00,card,63269
2026-06-07 02:49:51.889498,4100.00,card,63267
2026-06-07 02:37:42.711109,4100.00,BALANCE,63264
2026-06-07 02:21:59.86217,4100.00,card,63261
2026-06-07 01:23:30.874555,4200.00,transa,63257
2026-06-07 01:18:45.140731,1100.00,BALANCE,63255
2026-06-07 00:30:57.261835,300.00,BALANCE,63247
2026-06-07 00:17:58.918703,0.00,BALANCE,63241
2026-06-07 00:17:49.091369,1100.00,BALANCE,63240
2026-06-07 00:15:51.042851,1100.00,BALANCE,63238
2026-06-06 23:52:59.362993,4100.00,transa,63229
2026-06-06 23:51:55.134364,4100.00,transa,63228
2026-06-06 23:46:07.427981,2900.00,BALANCE,63226
2026-06-06 23:20:26.029439,4100.00,transa,63208
2026-06-06 23:04:14.529387,4100.00,transa,63202
2026-06-06 23:02:17.851813,4000.00,BALANCE,63200
2026-06-06 22:43:45.978542,7100.00,transa,63195
2026-06-06 22:41:21.381294,4100.00,transa,63194
2026-06-06 22:40:27.552544,4000.00,BALANCE,63192
2026-06-06 22:22:12.525957,4100.00,card,63180
2026-06-06 22:03:17.932888,0.00,BALANCE,63178
2026-06-06 21:54:07.575411,2870.000,USDT,63177
2026-06-06 21:53:36.77449,4100.00,transa,63176
2026-06-06 21:52:13.288258,4100.00,card,63175
2026-06-06 21:46:45.849363,2870.000,USDT,63174
2026-06-06 21:35:14.770259,4100.00,transa,63168
2026-06-06 21:34:22.340506,2400.00,BALANCE,63165
2026-06-06 21:28:53.454537,2870.000,USDT,63163
2026-06-06 21:07:07.105074,4100.00,card,63158
2026-06-06 20:59:47.406484,4100.00,transa,63156
2026-06-06 20:51:37.254818,4200.00,card,63151
2026-06-06 20:48:16.824468,4200.00,card,63149
2026-06-06 20:22:42.044702,7100.00,card,63144
2026-06-06 20:16:05.95052,7100.00,transa,63141
2026-06-06 20:16:04.221934,4100.00,card,63140
2026-06-06 20:04:33.840932,4100.00,BALANCE,63137
2026-06-06 19:56:37.31594,2870.000,USDT,63132
2026-06-06 19:52:58.78773,1100.00,BALANCE,63131
2026-06-06 19:43:55.602636,4100.00,transa,63127
2026-06-06 19:41:40.354095,2600.00,nirvana,63126
2026-06-06 19:38:20.433455,3423.00,BALANCE,63125
2026-06-06 19:24:21.452106,1100.00,BALANCE,63120
2026-06-06 19:17:04.90596,4100.00,card,63117
2026-06-06 18:49:07.729636,0.00,BALANCE,63113
2026-06-06 18:35:44.343881,3100.00,BALANCE,63109
2026-06-06 18:33:55.193505,4100.00,transa,63108
2026-06-06 18:15:41.064516,4100.00,card,63106
2026-06-06 18:13:12.47343,0.00,BALANCE,63105
2026-06-06 17:25:35.213212,4000.00,BALANCE,63097
2026-06-06 17:06:52.023787,1700.00,card,63093
2026-06-06 17:01:57.783362,4100.00,transa,63091
2026-06-06 16:56:58.55961,2870.000,USDT,63088
2026-06-06 16:46:40.542027,4100.00,transa,63085
2026-06-06 16:45:26.026346,0.00,BALANCE,63083
2026-06-06 16:32:06.619085,2870.000,USDT,63081
2026-06-06 16:05:50.074628,4100.00,BALANCE,63080
2026-06-06 15:16:29.506715,4100.00,transa,63070
2026-06-06 15:14:03.792257,3100.00,BALANCE,63069
2026-06-06 15:11:28.607723,4100.00,card,63068
2026-06-06 14:52:27.884617,4100.00,card,63064
2026-06-06 14:20:55.259391,4100.00,card,63062
2026-06-06 14:13:00.579473,2600.00,BALANCE,63061
2026-06-06 14:05:36.196868,4100.00,transa,63055
2026-06-06 14:03:41.066239,4100.00,transa,63054
2026-06-06 14:02:09.154611,4100.00,transa,63052
2026-06-06 13:45:36.494714,1100.00,BALANCE,63050
2026-06-06 13:44:40.753466,3900.00,BALANCE,63049
2026-06-06 13:43:36.733104,2050.00,BALANCE,63048
2026-06-06 13:25:12.88637,4100.00,BALANCE,63044
2026-06-06 13:15:39.28272,4100.00,BALANCE,63040
2026-06-06 13:10:20.791005,2870.000,USDT,63039
2026-06-06 12:10:51.397974,4100.00,transa,63029
2026-06-06 11:57:09.346941,1600.00,BALANCE,63027
2026-06-06 11:36:16.965119,4100.00,transa,63016
2026-06-06 11:31:53.364285,4100.00,card,63014
2026-06-06 11:05:36.049548,4100.00,transa,63012
2026-06-06 09:28:09.643836,2600.00,BALANCE,63007
2026-06-06 09:25:34.19413,4100.00,transa,63006
2026-06-06 08:32:50.44629,3000.00,card,63004
2026-06-06 08:29:22.153025,4100.00,BALANCE,63002
2026-06-06 07:52:32.319762,4100.00,transa,63001
2026-06-06 07:43:52.228928,4100.00,transa,63000
2026-06-06 07:25:47.04684,4100.00,transa,62999
2026-06-06 05:12:05.573235,2600.00,transa,62993
2026-06-06 04:47:57.35159,4100.00,transa,62991
2026-06-06 04:38:29.242988,4100.00,transa,62990
2026-06-06 04:03:49.618629,1800.00,BALANCE,62987
2026-06-06 03:41:21.4244,1820.000,USDT,62985
2026-06-06 03:27:05.013823,2000.00,BALANCE,62981
2026-06-06 01:21:28.850413,3100.00,BALANCE,62966
2026-06-06 01:09:32.185039,4100.00,transa,62964
2026-06-05 23:44:58.576732,4100.00,BALANCE,62957
2026-06-05 23:33:11.715484,2000.00,transa,62954
2026-06-05 23:31:21.506924,4100.00,card,62953
2026-06-05 22:56:47.916035,4100.00,BALANCE,62950
2026-06-05 22:54:56.794203,4100.00,card,62949
2026-06-05 22:26:11.424773,2600.00,transa,62947
2026-06-05 22:24:12.582366,10400.00,transa,62946
2026-06-05 22:12:20.591972,4100.00,card,62943
2026-06-05 22:01:23.612365,10400.00,transa,62942
2026-06-05 21:49:47.597603,4100.00,transa,62941
2026-06-05 21:29:57.228334,2870.000,USDT,62937
2026-06-05 21:28:31.363241,4100.00,transa,62936
2026-06-05 21:27:28.638055,2870.000,USDT,62935
2026-06-05 21:17:13.248996,900.00,BALANCE,62934
2026-06-05 21:09:28.198216,3485.0000,LTC,62931
2026-06-05 20:17:19.140553,4100.00,transa,62924
2026-06-05 20:05:14.9748,10400.00,BALANCE,62923
2026-06-05 19:59:56.169001,10400.00,transa,62922
2026-06-05 19:48:42.266608,4100.00,card,62918
2026-06-05 19:25:00.249381,4100.00,BALANCE,62913
2026-06-05 19:18:56.172468,7100.00,BALANCE,62912
2026-06-05 18:36:47.055416,4100.00,card,62904
2026-06-05 18:18:31.670402,4100.00,transa,62897
2026-06-05 18:13:57.3221,4100.00,transa,62895
2026-06-05 18:06:55.793298,4100.00,card,62894
2026-06-05 17:37:51.778304,4100.00,transa,62889
2026-06-05 17:33:31.387228,4100.00,transa,62888
2026-06-05 17:23:52.444126,2600.00,BALANCE,62887
2026-06-05 17:10:20.228561,1100.00,BALANCE,62884
2026-06-05 16:34:24.886243,4100.00,transa,62874
2026-06-05 16:20:25.287752,4100.00,transa,62868
2026-06-05 16:11:53.348902,2600.00,card,62867
2026-06-05 15:59:10.575029,4100.00,transa,62865
2026-06-05 15:50:38.205774,4100.00,BALANCE,62862
2026-06-05 15:44:13.032043,4100.00,BALANCE,62859
2026-06-05 15:40:21.779737,4000.00,BALANCE,62858
2026-06-05 15:22:52.897099,4100.00,card,62855
2026-06-05 15:10:51.512628,4100.00,card,62852
2026-06-05 15:10:13.919315,1100.00,BALANCE,62851
2026-06-05 15:08:03.399469,4100.00,transa,62850
2026-06-05 15:01:09.303295,3100.00,BALANCE,62848
2026-06-05 14:56:31.62333,900.00,BALANCE,62846
2026-06-05 14:44:52.080641,0.00,BALANCE,62844
2026-06-05 14:37:15.165468,2000.00,card,62842
2026-06-05 14:31:06.158567,4100.00,transa,62841
2026-06-05 14:29:58.490316,2870.000,USDT,62840
2026-06-05 14:10:25.881317,1100.00,BALANCE,62838
2026-06-05 14:06:46.53651,1100.00,BALANCE,62834
2026-06-05 13:33:13.928224,2100.00,BALANCE,62826
2026-06-05 13:11:40.31233,2900.00,card,62821
2026-06-05 12:49:51.135123,4100.00,BALANCE,62818
2026-06-05 12:47:40.683703,1700.00,card,62817
2026-06-05 12:00:50.967765,4100.00,card,62811
2026-06-05 11:46:42.151423,4100.00,card,62810
2026-06-05 11:38:56.430705,4100.00,card,62809
2026-06-05 11:17:20.315771,4100.00,card,62807
2026-06-05 11:06:13.3628,4100.00,card,62804
2026-06-05 10:38:12.281427,4100.00,card,62802
2026-06-05 10:29:28.465556,1445.00,BALANCE,62800
2026-06-05 09:38:35.827913,4100.00,card,62796
2026-06-05 09:31:03.194466,4100.00,transa,62793
2026-06-05 09:18:56.957846,4100.00,transa,62791
2026-06-05 07:07:02.348959,4100.00,transa,62782
2026-06-05 07:06:44.054682,4100.00,transa,62781
2026-06-05 06:50:45.193928,2600.00,card,62779
2026-06-05 06:46:53.447336,4100.00,transa,62778
2026-06-05 06:08:43.837089,0.00,BALANCE,62775
2026-06-05 04:35:46.477364,4100.00,card,62773
2026-06-05 04:02:30.373995,4100.00,transa,62769
2026-06-05 03:23:34.49498,4100.00,BALANCE,62765
2026-06-05 03:01:50.70226,1100.00,BALANCE,62764
2026-06-05 02:37:19.589197,2600.00,card,62760
2026-06-05 02:04:52.422394,2000.00,BALANCE,62755
2026-06-05 01:41:16.391012,0.00,BALANCE,62751
2026-06-05 01:39:50.330128,2900.00,card,62750
2026-06-05 01:07:16.403159,2000.00,BALANCE,62743
2026-06-05 01:06:45.602777,2000.00,BALANCE,62742
2026-06-05 01:05:18.149737,2600.00,transa,62741
2026-06-05 00:49:40.182771,4100.00,transa,62736
