date_time,amount,method,btc,ltc,usdt
2026-09-07 21:54:16.973939,2145.00,BALANCE,0,0,0
2026-09-07 21:32:58.396997,7335.00,BALANCE,0,0,0
2026-09-07 21:23:52.49062,7510.00,BALANCE,0,0,0
2026-09-07 21:18:34.975419,7900.00,BALANCE,0,0,0
2026-09-07 20:50:31.593643,2290.00,BALANCE,0,0,0
2026-09-07 20:46:49.298746,3300.00,card,0,0,0
2026-09-07 20:31:07.975287,3300.00,card,0,0,0
2026-09-07 20:28:13.64048,3800.00,reptiloid,0,0,0
2026-09-07 20:10:50.691898,2700.00,card,0,0,0
2026-09-07 20:02:23.663756,3800.00,card,0,0,0
2026-09-07 19:58:03.984341,3300.00,transa,0,0,0
2026-09-07 19:44:48.124183,7900.00,transa,0,0,0
2026-09-07 19:22:08.273849,2700.00,nirvana,0,0,0
2026-09-07 19:15:38.288032,3300.00,reptiloid,0,0,0
2026-09-07 19:15:17.453668,5700.00,card,0,0,0
2026-09-07 19:00:50.556674,1100.00,BALANCE,0,0,0
2026-09-07 18:37:04.385149,3600.00,card,0,0,0
2026-09-07 18:33:29.132692,2700.00,transa,0,0,0
2026-09-07 18:19:08.408917,5700.00,BALANCE,0,0,0
2026-09-07 18:18:06.470103,7900.00,reptiloid,0,0,0
2026-09-07 18:16:54.064783,2875.00,BALANCE,0,0,0
2026-09-07 18:12:06.414308,5390.000,USDT,0,0,73.356000
2026-09-07 18:11:37.809241,2700.00,reptiloid,0,0,0
2026-09-07 17:58:30.244437,7900.00,transa,0,0,0
2026-09-07 17:56:26.157224,6725.00,BALANCE,0,0,0
2026-09-07 17:53:02.078559,3600.00,reptiloid,0,0,0
2026-09-07 17:45:55.27505,3800.00,reptiloid,0,0,0
2026-09-07 17:41:25.942936,3850.000,USDT,0,0,52.397000
2026-09-07 17:40:18.140444,0.00,BALANCE,0,0,0
2026-09-07 17:36:54.493394,3300.00,reptiloid,0,0,0
2026-09-07 17:33:19.411564,3600.00,veyfora,0,0,0
2026-09-07 17:17:56.317872,3300.00,veyfora,0,0,0
2026-09-07 17:15:08.090848,2520.000,USDT,0,0,34.296000
2026-09-07 17:07:06.074178,3300.00,reptiloid,0,0,0
2026-09-07 17:04:36.9081,5700.00,transa,0,0,0
2026-09-07 17:00:17.184134,2105.00,BALANCE,0,0,0
2026-09-07 16:26:00.135365,3600.00,card,0,0,0
2026-09-07 16:04:45.859824,800.00,BALANCE,0,0,0
2026-09-07 16:00:16.950324,5700.00,reptiloid,0,0,0
2026-09-07 15:49:13.852173,2700.00,reptiloid,0,0,0
2026-09-07 15:37:25.56648,2520.000,USDT,0,0,34.296000
2026-09-07 15:06:47.446556,5400.00,reptiloid,0,0,0
2026-09-07 15:02:10.262751,7900.00,BALANCE,0,0,0
2026-09-07 14:59:40.846663,3300.00,transa,0,0,0
2026-09-07 14:41:14.635743,3800.00,card,0,0,0
2026-09-07 14:37:14.117549,5500.00,transa,0,0,0
2026-09-07 13:18:02.66215,5700.00,BALANCE,0,0,0
2026-09-07 13:17:34.277517,3300.00,veyfora,0,0,0
2026-09-07 13:06:20.507377,5110.00,BALANCE,0,0,0
2026-09-07 12:49:43.769302,3135.00,BALANCE,0,0,0
2026-09-07 12:06:30.954632,5700.00,veyfora,0,0,0
2026-09-07 12:05:35.733408,5700.00,BALANCE,0,0,0
2026-09-07 12:05:21.221662,3300.00,BALANCE,0,0,0
2026-09-07 12:04:13.331808,3600.00,reptiloid,0,0,0
2026-09-07 11:58:34.414322,3300.00,reptiloid,0,0,0
2026-09-07 11:57:09.296338,2725.00,BALANCE,0,0,0
2026-09-07 11:51:59.133532,3060.00,BALANCE,0,0,0
2026-09-07 11:44:36.134764,4500.00,BALANCE,0,0,0
2026-09-07 11:42:01.077004,3600.00,reptiloid,0,0,0
2026-09-07 11:06:25.912778,5500.00,BALANCE,0,0,0
2026-09-07 10:53:04.248312,3800.00,BALANCE,0,0,0
2026-09-07 10:22:53.166321,5700.00,card,0,0,0
2026-09-07 10:07:49.016468,3800.00,reptiloid,0,0,0
2026-09-07 09:57:49.505133,3800.00,veyfora,0,0,0
