date_time,amount,method,btc,ltc,usdt
2026-07-20 21:17:24.082719,2800.00,paritypay,0,0,0
2026-07-20 21:11:18.396426,4200.00,card,0,0,0
2026-07-20 20:42:23.155492,4200.00,paritypay,0,0,0
2026-07-20 20:16:53.567831,4200.00,paritypay,0,0,0
2026-07-20 20:01:44.082957,4200.00,card,0,0,0
2026-07-20 19:56:10.471574,4200.00,paritypay,0,0,0
2026-07-20 19:40:08.615496,7200.00,paritypay,0,0,0
2026-07-20 19:36:51.208056,4200.00,BALANCE,0,0,0
2026-07-20 19:23:28.707173,7200.00,paritypay,0,0,0
2026-07-20 19:17:27.837557,4200.00,paritypay,0,0,0
2026-07-20 18:58:38.664188,0.00,BALANCE,0,0,0
2026-07-20 18:56:51.072031,4200.00,card,0,0,0
2026-07-20 18:40:56.38847,4200.00,paritypay,0,0,0
2026-07-20 18:40:00.083268,4200.00,card,0,0,0
2026-07-20 18:39:48.966352,4200.00,paritypay,0,0,0
2026-07-20 18:21:32.755429,2940.000,USDT,0,0,41.891000
2026-07-20 18:00:47.777728,2940.000,USDT,0,0,41.891000
2026-07-20 17:55:19.592593,2700.00,BALANCE,0,0,0
2026-07-20 17:52:21.549021,4200.00,paritypay,0,0,0
2026-07-20 17:37:34.942618,4200.00,paritypay,0,0,0
2026-07-20 17:25:03.748113,7200.00,paritypay,0,0,0
2026-07-20 16:02:03.164526,3000.00,BALANCE,0,0,0
2026-07-20 15:52:18.319638,4200.00,paritypay,0,0,0
2026-07-20 15:40:33.411773,2100.000,USDT,0,0,29.922000
2026-07-20 15:31:09.911366,4200.00,paritypay,0,0,0
2026-07-20 15:29:50.966234,4200.00,card,0,0,0
2026-07-20 15:27:55.052332,4200.00,card,0,0,0
2026-07-20 15:17:08.812146,4200.00,BALANCE,0,0,0
2026-07-20 15:12:15.255334,4200.00,card,0,0,0
2026-07-20 15:03:03.592544,4200.00,BALANCE,0,0,0
2026-07-20 14:55:27.05847,1200.00,BALANCE,0,0,0
2026-07-20 14:18:02.886154,4200.00,paritypay,0,0,0
2026-07-20 14:02:41.694835,3200.00,BALANCE,0,0,0
2026-07-20 13:53:49.554199,4200.00,card,0,0,0
2026-07-20 13:23:24.797305,7200.00,paritypay,0,0,0
2026-07-20 13:14:25.560659,7200.00,paritypay,0,0,0
2026-07-20 12:52:43.821084,4200.00,paritypay,0,0,0
2026-07-20 12:49:12.226466,7200.00,paritypay,0,0,0
2026-07-20 12:36:11.347038,4200.00,paritypay,0,0,0
2026-07-20 12:02:50.522727,3000.00,paritypay,0,0,0
2026-07-20 12:00:09.541163,4200.00,BALANCE,0,0,0
2026-07-20 11:59:25.350928,4200.00,card,0,0,0
2026-07-20 11:45:38.948133,7200.00,paritypay,0,0,0
2026-07-20 11:38:51.125482,4200.00,paritypay,0,0,0
2026-07-20 11:10:21.424756,4200.00,card,0,0,0
2026-07-20 11:00:19.453542,4200.00,card,0,0,0
2026-07-20 10:33:38.45669,1900.00,BALANCE,0,0,0
2026-07-20 10:20:11.432055,4200.00,paritypay,0,0,0
2026-07-20 10:11:15.744467,1200.00,BALANCE,0,0,0
