date,amount,method,btc,ltc,usdt
2026-05-06,3800.00,card,0,0,0
2026-05-06,3800.00,card,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-06,5200.00,BALANCE,0,0,0
2026-05-06,3800.00,card,0,0,0
2026-05-06,8000.00,BALANCE,0,0,0
2026-05-06,5200.00,nirvana,0,0,0
2026-05-06,5800.00,BALANCE,0,0,0
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-06,2500.00,card,0,0,0
2026-05-06,3300.00,transa,0,0,0
2026-05-06,3500.00,BALANCE,0,0,0
2026-05-06,3920.000,USDT,0,0,55.855000
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-06,2310.000,USDT,0,0,32.914000
2026-05-06,13000.00,BALANCE,0,0,0
2026-05-06,2300.00,card,0,0,0
2026-05-06,5600.00,card,0,0,0
2026-05-06,5400.00,juppiter,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,5600.00,BALANCE,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,3920.000,USDT,0,0,55.855000
2026-05-06,3800.00,card,0,0,0
2026-05-06,5700.00,card,0,0,0
2026-05-06,2500.00,transa,0,0,0
2026-05-06,3800.00,card,0,0,0
2026-05-06,5200.00,juppiter,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,3300.00,BALANCE,0,0,0
2026-05-06,3640.000,USDT,0,0,51.865000
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-06,5700.00,onlypays,0,0,0
2026-05-06,2660.000,USDT,0,0,37.901000
2026-05-06,3920.000,USDT,0,0,55.855000
2026-05-06,5200.00,transa,0,0,0
2026-05-06,5600.00,juppiter,0,0,0
2026-05-06,3800.00,card,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,3800.00,juppiter,0,0,0
2026-05-06,5400.00,juppiter,0,0,0
2026-05-06,5200.00,transa,0,0,0
2026-05-06,5700.00,BALANCE,0,0,0
2026-05-06,5700.00,juppiter,0,0,0
2026-05-06,2450.000,USDT,0,0,34.909000
2026-05-06,3800.00,transa,0,0,0
2026-05-06,4060.000,USDT,0,0,57.850000
2026-05-06,2450.000,USDT,0,0,34.909000
2026-05-06,3300.00,BALANCE,0,0,0
2026-05-06,1900.00,card,0,0,0
2026-05-06,2500.00,card,0,0,0
2026-05-06,3920.000,USDT,0,0,55.855000
2026-05-06,2500.00,nirvana,0,0,0
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,2500.00,transa,0,0,0
2026-05-06,3230.0000,LTC,0,0.80228522,0
2026-05-06,3800.00,card,0,0,0
2026-05-06,6000.00,juppiter,0,0,0
2026-05-06,3920.000,USDT,0,0,55.855000
2026-05-06,5400.00,card,0,0,0
2026-05-06,2500.00,juppiter,0,0,0
2026-05-06,3800.00,BALANCE,0,0,0
2026-05-05,2030.000,USDT,0,0,28.925000
2026-05-05,3800.00,juppiter,0,0,0
2026-05-05,7500.00,transa,0,0,0
2026-05-05,3780.000,USDT,0,0,53.860000
2026-05-05,3800.00,juppiter,0,0,0
2026-05-05,2660.000,USDT,0,0,37.901000
2026-05-05,6000.00,juppiter,0,0,0
2026-05-05,5100.0000,LTC,0,1.26676613,0
2026-05-05,5600.00,transa,0,0,0
2026-05-05,5600.00,juppiter,0,0,0
2026-05-05,8000.00,onlypays,0,0,0
2026-05-05,4060.000,USDT,0,0,57.850000
2026-05-05,5600.00,BALANCE,0,0,0
2026-05-05,3990.000,USDT,0,0,56.852000
2026-05-05,3800.00,BALANCE,0,0,0
2026-05-05,6000.00,transa,0,0,0
2026-05-05,3600.00,juppiter,0,0,0
