date_time,amount,method,btc,ltc,usdt
2026-08-03 20:17:01.189345,4280.00,BALANCE,0,0,0
2026-08-03 20:13:02.304249,800.00,BALANCE,0,0,0
2026-08-03 19:48:26.439094,2380.00,BALANCE,0,0,0
2026-08-03 19:42:16.47915,8500.00,paritypay,0,0,0
2026-08-03 19:24:04.294231,4285.65,BALANCE,0,0,0
2026-08-03 19:18:32.582765,4310.00,BALANCE,0,0,0
2026-08-03 19:15:28.651428,4075.00,BALANCE,0,0,0
2026-08-03 18:56:41.55119,4500.00,BALANCE,0,0,0
2026-08-03 18:56:16.99782,775.00,BALANCE,0,0,0
2026-08-03 18:55:58.252734,2300.00,BALANCE,0,0,0
2026-08-03 18:54:46.669817,2800.00,paritypay,0,0,0
2026-08-03 18:52:26.063502,4500.00,paritypay,0,0,0
2026-08-03 18:48:30.861568,4272.50,BALANCE,0,0,0
2026-08-03 18:46:16.807157,3110.00,BALANCE,0,0,0
2026-08-03 18:38:32.541185,2385.00,BALANCE,0,0,0
2026-08-03 18:30:22.971506,4500.00,paritypay,0,0,0
2026-08-03 18:16:02.18062,3100.00,paritypay,0,0,0
2026-08-03 18:14:33.69075,4500.00,reptiloid,0,0,0
2026-08-03 18:04:26.856926,13300.00,BALANCE,0,0,0
2026-08-03 17:04:27.28347,4500.00,paritypay,0,0,0
2026-08-03 17:04:16.925664,2385.00,BALANCE,0,0,0
2026-08-03 16:54:51.533129,4500.00,BALANCE,0,0,0
2026-08-03 16:35:32.749274,4500.00,card,0,0,0
2026-08-03 16:04:33.162671,4500.00,paritypay,0,0,0
2026-08-03 15:58:16.226906,4295.00,BALANCE,0,0,0
2026-08-03 15:32:50.039144,2380.00,BALANCE,0,0,0
2026-08-03 15:18:51.686845,4500.00,paritypay,0,0,0
2026-08-03 15:12:18.954425,2320.00,BALANCE,0,0,0
2026-08-03 15:09:48.232548,2800.00,card,0,0,0
2026-08-03 14:55:09.529148,4500.00,paritypay,0,0,0
2026-08-03 14:50:06.825532,4070.00,BALANCE,0,0,0
2026-08-03 14:41:42.558113,4500.00,paritypay,0,0,0
2026-08-03 14:08:33.192149,4295.00,BALANCE,0,0,0
2026-08-03 13:57:01.747467,4500.00,paritypay,0,0,0
2026-08-03 13:35:04.80238,4500.00,card,0,0,0
2026-08-03 13:32:44.279217,4500.00,paritypay,0,0,0
2026-08-03 13:14:30.137402,1725.00,BALANCE,0,0,0
2026-08-03 13:13:28.269579,4500.00,paritypay,0,0,0
2026-08-03 13:12:38.016555,4500.00,paritypay,0,0,0
2026-08-03 13:07:44.393563,100.00,BALANCE,0,0,0
2026-08-03 13:02:13.158571,4290.00,BALANCE,0,0,0
2026-08-03 13:01:09.028303,4285.00,BALANCE,0,0,0
2026-08-03 12:34:41.49696,2800.00,reptiloid,0,0,0
2026-08-03 12:21:13.172359,4287.50,BALANCE,0,0,0
2026-08-03 12:10:00.252499,4500.00,paritypay,0,0,0
2026-08-03 11:58:58.989149,3835.00,BALANCE,0,0,0
2026-08-03 11:54:14.174366,4500.00,paritypay,0,0,0
2026-08-03 11:29:16.266103,3150.000,USDT,0,0,44.883000
2026-08-03 11:25:12.394575,3100.00,paritypay,0,0,0
2026-08-03 11:13:07.640466,4500.00,paritypay,0,0,0
2026-08-03 10:58:24.480043,14000.00,paritypay,0,0,0
2026-08-03 10:54:01.053632,2380.00,BALANCE,0,0,0
2026-08-03 10:46:18.444719,14000.00,paritypay,0,0,0
2026-08-03 10:45:22.964998,3100.00,paritypay,0,0,0
2026-08-03 10:41:41.53286,0.00,BALANCE,0,0,0
2026-08-03 10:26:16.613923,4277.50,BALANCE,0,0,0
2026-08-03 09:38:45.637854,4500.00,paritypay,0,0,0
2026-08-03 09:23:52.072216,4385.00,BALANCE,0,0,0
2026-08-03 08:06:31.473072,4275.00,BALANCE,0,0,0
2026-08-03 07:39:46.486996,2385.00,BALANCE,0,0,0
2026-08-03 06:40:35.109357,4287.50,BALANCE,0,0,0
2026-08-03 06:30:58.318967,4277.50,BALANCE,0,0,0
2026-08-03 03:24:57.990599,4500.00,BALANCE,0,0,0
2026-08-03 03:13:08.785976,4285.00,BALANCE,0,0,0
2026-08-03 02:55:09.124313,4500.00,paritypay,0,0,0
2026-08-03 02:14:09.689093,2385.00,BALANCE,0,0,0
2026-08-03 01:16:20.156962,14000.00,paritypay,0,0,0
2026-08-03 00:53:55.337491,4500.00,BALANCE,0,0,0
2026-08-02 23:52:20.017032,4275.00,BALANCE,0,0,0
2026-08-02 23:30:18.348759,4294.00,BALANCE,0,0,0
2026-08-02 23:26:55.504459,2800.00,card,0,0,0
2026-08-02 23:02:26.673975,4500.00,paritypay,0,0,0
2026-08-02 22:08:39.692384,14000.00,paritypay,0,0,0
2026-08-02 21:43:11.756169,4500.00,paritypay,0,0,0
2026-08-02 21:11:32.687505,950.00,BALANCE,0,0,0
2026-08-02 20:59:42.151337,4500.00,paritypay,0,0,0
2026-08-02 20:57:35.643834,9800.000,USDT,0,0,139.637000
2026-08-02 20:22:23.752209,4025.00,BALANCE,0,0,0
2026-08-02 20:05:00.869407,1335.00,BALANCE,0,0,0
2026-08-02 20:03:17.157111,4285.00,BALANCE,0,0,0
2026-08-02 19:48:24.074364,4500.00,paritypay,0,0,0
2026-08-02 19:39:04.332947,2956.00,BALANCE,0,0,0
2026-08-02 19:34:55.859987,3100.00,reptiloid,0,0,0
2026-08-02 19:06:41.227972,2800.00,paritypay,0,0,0
2026-08-02 18:54:21.027576,4475.00,BALANCE,0,0,0
2026-08-02 18:48:14.537367,4500.00,paritypay,0,0,0
2026-08-02 18:28:10.897452,4285.85,BALANCE,0,0,0
2026-08-02 18:26:56.333962,2645.00,BALANCE,0,0,0
2026-08-02 18:20:51.453505,2285.00,BALANCE,0,0,0
2026-08-02 17:45:49.341363,4285.00,BALANCE,0,0,0
